"Source Name",URL,"Date Accessed",Title,"Program Name",Domain,"Data Source","Referrer URL"
places.sqlite,"http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2FPTO%2Fsearch-bool.html&r=42897.199889410382&f=G&l=50&co1=AND&d=PTXT&s1=quantum&OS=quantum&RS=quantum","2009-11-24 19:14:49 UTC","United States Patent: 5107514","FireFox Analyzer",uspto.gov,jo-2009-11-24.E01,
places.sqlite,"http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2FPTO%2Fsearch-bool.html&r=6357.0083079735614&f=G&l=50&co1=AND&d=PTXT&s1=mortality&OS=mortality&RS=mortality","2009-11-24 19:16:00 UTC","United States Patent: 6946453","FireFox Analyzer",uspto.gov,jo-2009-11-24.E01,
places.sqlite,"http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2FPTO%2Fsearch-bool.html&r=6127.9111113641375&f=G&l=50&co1=AND&d=PTXT&s1=cryptography&OS=cryptography&RS=cryptography","2009-11-24 19:16:04 UTC","United States Patent: 6505086","FireFox Analyzer",uspto.gov,jo-2009-11-24.E01,
places.sqlite,"http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2FPTO%2Fsearch-bool.html&r=317730.0158189169&f=G&l=50&co1=AND&d=PTXT&s1=machine&OS=machine&RS=machine","2009-11-24 19:16:49 UTC","United States Patent: 5957078","FireFox Analyzer",uspto.gov,jo-2009-11-24.E01,
places.sqlite,"http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2FPTO%2Fsearch-bool.html&r=9634.3953487282142&f=G&l=50&co1=AND&d=PTXT&s1=math&OS=math&RS=math","2009-11-24 19:21:11 UTC","United States Patent: 5978648","FireFox Analyzer",uspto.gov,jo-2009-11-24.E01,
places.sqlite,"http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2FPTO%2Fsearch-bool.html&r=1074.7805150089141&f=G&l=50&co1=AND&d=PTXT&s1=time+machine&OS=time+machine&RS=time+machine","2009-11-24 19:25:52 UTC","United States Patent: 7623325","FireFox Analyzer",uspto.gov,jo-2009-11-24.E01,
places.sqlite,"http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2FPTO%2Fsearch-bool.html&r=228.8342879450062&f=G&l=50&co1=AND&d=PTXT&s1=immortality&OS=immortality&RS=immortality","2009-11-24 19:29:27 UTC","United States Patent: 6375993","FireFox Analyzer",uspto.gov,jo-2009-11-24.E01,
places.sqlite,"http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2FPTO%2Fsearch-bool.html&r=980.78354770232227&f=G&l=50&co1=AND&d=PTXT&s1=cryogenics&OS=cryogenics&RS=cryogenics","2009-11-24 19:30:00 UTC","United States Patent: RE33878","FireFox Analyzer",uspto.gov,jo-2009-11-24.E01,
places.sqlite,"http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2FPTO%2Fsearch-bool.html&r=653164.64565184293&f=G&l=50&co1=AND&d=PTXT&s1=time&OS=time&RS=time","2009-11-24 19:32:21 UTC","United States Patent: 6778824","FireFox Analyzer",uspto.gov,jo-2009-11-24.E01,
places.sqlite,"http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2FPTO%2Fsearch-bool.html&r=40577.327528325404&f=G&l=50&co1=AND&d=PTXT&s1=quantum&OS=quantum&RS=quantum","2009-11-24 19:35:50 UTC","United States Patent: 5304228","FireFox Analyzer",uspto.gov,jo-2009-11-24.E01,
places.sqlite,"http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2FPTO%2Fsearch-bool.html&r=14440.059245070546&f=G&l=50&co1=AND&d=PTXT&s1=mortality&OS=mortality&RS=mortality","2009-11-24 19:37:07 UTC","United States Patent: 6060311","FireFox Analyzer",uspto.gov,jo-2009-11-24.E01,
places.sqlite,"http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2FPTO%2Fsearch-bool.html&r=3285.3390179142757&f=G&l=50&co1=AND&d=PTXT&s1=cryptography&OS=cryptography&RS=cryptography","2009-11-24 19:41:41 UTC","United States Patent: 7181016","FireFox Analyzer",uspto.gov,jo-2009-11-24.E01,
places.sqlite,"http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2FPTO%2Fsearch-bool.html&r=418800.45174669905&f=G&l=50&co1=AND&d=PTXT&s1=machine&OS=machine&RS=machine","2009-11-24 19:44:25 UTC","United States Patent: 5360572","FireFox Analyzer",uspto.gov,jo-2009-11-24.E01,
places.sqlite,"http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2FPTO%2Fsearch-bool.html&r=3341.7010741246572&f=G&l=50&co1=AND&d=PTXT&s1=math&OS=math&RS=math","2009-11-24 19:46:33 UTC","United States Patent: 7171672","FireFox Analyzer",uspto.gov,jo-2009-11-24.E01,
places.sqlite,"http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2FPTO%2Fsearch-bool.html&r=43.247325366978181&f=G&l=50&co1=AND&d=PTXT&s1=immortality&OS=immortality&RS=immortality","2009-11-24 19:49:38 UTC","United States Patent: 7416746","FireFox Analyzer",uspto.gov,jo-2009-11-24.E01,
places.sqlite,"http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2FPTO%2Fsearch-bool.html&r=1229.834956961738&f=G&l=50&co1=AND&d=PTXT&s1=cryogenics&OS=cryogenics&RS=cryogenics","2009-11-24 19:52:46 UTC","United States Patent: 4447670","FireFox Analyzer",uspto.gov,jo-2009-11-24.E01,
places.sqlite,"http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2FPTO%2Fsearch-bool.html&r=1013758.0698565213&f=G&l=50&co1=AND&d=PTXT&s1=time&OS=time&RS=time","2009-11-24 19:54:37 UTC","United States Patent: 6295538","FireFox Analyzer",uspto.gov,jo-2009-11-24.E01,
places.sqlite,"http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2FPTO%2Fsearch-bool.html&r=11830.021019693628&f=G&l=50&co1=AND&d=PTXT&s1=quantum&OS=quantum&RS=quantum","2009-11-24 19:57:12 UTC","United States Patent: 7122857","FireFox Analyzer",uspto.gov,jo-2009-11-24.E01,
places.sqlite,"http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2FPTO%2Fsearch-bool.html&r=24823.776339087315&f=G&l=50&co1=AND&d=PTXT&s1=mortality&OS=mortality&RS=mortality","2009-11-24 19:59:25 UTC","United States Patent: 4341798","FireFox Analyzer",uspto.gov,jo-2009-11-24.E01,
places.sqlite,"http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2FPTO%2Fsearch-bool.html&r=5648.611559378136&f=G&l=50&co1=AND&d=PTXT&s1=cryptography&OS=cryptography&RS=cryptography","2009-11-24 19:59:41 UTC","United States Patent: 6694434","FireFox Analyzer",uspto.gov,jo-2009-11-24.E01,
places.sqlite,"http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2FPTO%2Fsearch-bool.html&r=86317.630970629878&f=G&l=50&co1=AND&d=PTXT&s1=machine&OS=machine&RS=machine","2009-11-24 20:02:50 UTC","United States Patent: 7217364","FireFox Analyzer",uspto.gov,jo-2009-11-24.E01,
places.sqlite,"http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2FPTO%2Fsearch-bool.html&r=86317.630970629878&f=G&l=50&co1=AND&d=PTXT&s1=machine&OS=machine&RS=machine","2009-11-24 21:00:54 UTC","United States Patent: 7217364","FireFox Analyzer",uspto.gov,jo-2009-11-24.E01,
places.sqlite,"http://patft.uspto.gov/netacgi/********************************************************","2009-11-24 21:03:30 UTC","Not Found","FireFox Analyzer",uspto.gov,jo-2009-11-24.E01,
places.sqlite,"http://patft.uspto.gov/netacgi/docCrawler%20will%20discover%20documents%20for%201%20minutes","2009-11-24 21:07:22 UTC","Not Found","FireFox Analyzer",uspto.gov,jo-2009-11-24.E01,
places.sqlite,"http://patft.uspto.gov/netacgi/docCrawler%20will%20discover%20documents%20for%201%20minutes","2009-11-24 21:09:43 UTC","Not Found","FireFox Analyzer",uspto.gov,jo-2009-11-24.E01,
places.sqlite,"http://patft.uspto.gov/netacgi/********************************************************","2009-11-24 21:14:03 UTC","Not Found","FireFox Analyzer",uspto.gov,jo-2009-11-24.E01,
places.sqlite,"http://usms.nist.gov/resources/MNs/MNspreadsheetTagged.csv","2009-11-24 21:17:41 UTC",MNspreadsheetTagged.csv,"FireFox Analyzer",nist.gov,jo-2009-11-24.E01,
places.sqlite,"http://www.easc.noaa.gov/Security/webfile/erso.doc.gov/briefings/STU.doc","2009-11-24 21:18:18 UTC",STU.doc,"FireFox Analyzer",noaa.gov,jo-2009-11-24.E01,
places.sqlite,"http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2FPTO%2Fsearch-bool.html&r=682252.23111751815&f=G&l=50&co1=AND&d=PTXT&s1=time&OS=time&RS=time","2009-11-24 22:04:40 UTC","United States Patent: 6740235","FireFox Analyzer",uspto.gov,jo-2009-11-24.E01,
places.sqlite,"http://www.google.com/search?q=quicktime&ie=utf-8&oe=utf-8&aq=t&rls=org.mozilla:en-US:official&client=firefox-a","2009-11-24 22:08:23 UTC","quicktime - Google Search","FireFox Analyzer",google.com,jo-2009-11-24.E01,
places.sqlite,"http://www.google.com/aclk?sa=l&ai=C5oDHM1kMS834HJu0tQPt3_CwBb3rpUvFkPapEMjdzhYIABABILZUKANQ1pnd7Adgye7shsij9BmgAYvVqvIDyAEBqgQTT9Ac0BSWaqGQmUt2HkC8vhdmjQ&ggladgrp=9786312967136589998&gglcreat=1264033376526152969&sig=AGiWqtyhox5-0I4hwCppJUt2JM8PH8HBhA&q=http://Quicktime.7-n0w.com","2009-11-24 22:08:23 UTC",aclk,"FireFox Analyzer",google.com,jo-2009-11-24.E01,"http://www.google.com/search?q=quicktime&ie=utf-8&oe=utf-8&aq=t&rls=org.mozilla:en-US:official&client=firefox-a"
places.sqlite,"http://www.googleadservices.com/pagead/aclk?sa=L&ai=C5oDHM1kMS834HJu0tQPt3_CwBb3rpUvFkPapEMjdzhYIABABILZUKANQ1pnd7Adgye7shsij9BmgAYvVqvIDyAEBqgQTT9Ac0BSWaqGQmUt2HkC8vhdmjQ&ggladgrp=9786312967136589998&gglcreat=1264033376526152969&val=ChA4MGY2M2IyYjI5ZWUzNTI3EOernNgEGghAHZqo1ya1uyABKAAw9oXetOeLuZUO&sig=AGiWqtyqfi-6WedruzrrXBpjENxLTvxpgA&adurl=http://Quicktime.7-n0w.com","2009-11-24 22:08:21 UTC",aclk,"FireFox Analyzer",googleadservices.com,jo-2009-11-24.E01,"http://www.google.com/aclk?sa=l&ai=C5oDHM1kMS834HJu0tQPt3_CwBb3rpUvFkPapEMjdzhYIABABILZUKANQ1pnd7Adgye7shsij9BmgAYvVqvIDyAEBqgQTT9Ac0BSWaqGQmUt2HkC8vhdmjQ&ggladgrp=9786312967136589998&gglcreat=1264033376526152969&sig=AGiWqtyhox5-0I4hwCppJUt2JM8PH8HBhA&q=http://Quicktime.7-n0w.com"
places.sqlite,"http://quicktime.7-n0w.com/","2009-11-24 22:08:21 UTC","Quicktime 7 - Download Now!","FireFox Analyzer",7-n0w.com,jo-2009-11-24.E01,"http://www.googleadservices.com/pagead/aclk?sa=L&ai=C5oDHM1kMS834HJu0tQPt3_CwBb3rpUvFkPapEMjdzhYIABABILZUKANQ1pnd7Adgye7shsij9BmgAYvVqvIDyAEBqgQTT9Ac0BSWaqGQmUt2HkC8vhdmjQ&ggladgrp=9786312967136589998&gglcreat=1264033376526152969&val=ChA4MGY2M2IyYjI5ZWUzNTI3EOernNgEGghAHZqo1ya1uyABKAAw9oXetOeLuZUO&sig=AGiWqtyqfi-6WedruzrrXBpjENxLTvxpgA&adurl=http://Quicktime.7-n0w.com"
places.sqlite,"http://www.apple.com/quicktime/download/","2009-11-24 22:08:26 UTC","Apple - QuickTime - Download","FireFox Analyzer",apple.com,jo-2009-11-24.E01,"http://www.google.com/search?q=quicktime&ie=utf-8&oe=utf-8&aq=t&rls=org.mozilla:en-US:official&client=firefox-a"
places.sqlite,"https://swdlp.apple.com/cgi-bin/WebObjects/SoftwareDownloadApp.woa/1663/wo/sdRq6jym7vuJWtaizyXPnw/2.5","2009-11-24 22:08:36 UTC","Apple - Download - Thank you","FireFox Analyzer",apple.com,jo-2009-11-24.E01,
places.sqlite,"http://appldnld.apple.com.edgesuite.net/content.info.apple.com/QuickTime/061-7356.20091118.Puyt6/QuickTimeInstaller.exe","2009-11-24 22:08:36 UTC",QuickTimeInstaller.exe,"FireFox Analyzer",edgesuite.net,jo-2009-11-24.E01,"https://swdlp.apple.com/cgi-bin/WebObjects/SoftwareDownloadApp.woa/1663/wo/sdRq6jym7vuJWtaizyXPnw/2.5"
places.sqlite,"http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2FPTO%2Fsearch-bool.html&r=7299.2614839051575&f=G&l=50&co1=AND&d=PTXT&s1=quantum&OS=quantum&RS=quantum","2009-11-24 22:08:51 UTC","United States Patent: 7323561","FireFox Analyzer",uspto.gov,jo-2009-11-24.E01,
places.sqlite,"http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2FPTO%2Fsearch-bool.html&r=1604.2464789540661&f=G&l=50&co1=AND&d=PTXT&s1=cryptography&OS=cryptography&RS=cryptography","2009-11-24 22:12:18 UTC","United States Patent: 7415608","FireFox Analyzer",uspto.gov,jo-2009-11-24.E01,
places.sqlite,"http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2FPTO%2Fsearch-bool.html&r=319.01606044738213&f=G&l=50&co1=AND&d=PTXT&s1=immortality&OS=immortality&RS=immortality","2009-11-24 22:22:55 UTC","United States Patent: 5830651","FireFox Analyzer",uspto.gov,jo-2009-11-24.E01,
places.sqlite,"http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2FPTO%2Fsearch-bool.html&r=194.92684547197155&f=G&l=50&co1=AND&d=PTXT&s1=cryogenics&OS=cryogenics&RS=cryogenics","2009-11-24 22:23:47 UTC","United States Patent: 7002341","FireFox Analyzer",uspto.gov,jo-2009-11-24.E01,
places.sqlite,"http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2FPTO%2Fsearch-bool.html&r=1135911.9808170164&f=G&l=50&co1=AND&d=PTXT&s1=time&OS=time&RS=time","2009-11-24 22:27:18 UTC","United States Patent: 6129148","FireFox Analyzer",uspto.gov,jo-2009-11-24.E01,
places.sqlite,"http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2FPTO%2Fsearch-bool.html&r=2337.0765902255944&f=G&l=50&co1=AND&d=PTXT&s1=quantum&OS=quantum&RS=quantum","2009-11-24 22:28:20 UTC","United States Patent: 7529784","FireFox Analyzer",uspto.gov,jo-2009-11-24.E01,
places.sqlite,"http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2FPTO%2Fsearch-bool.html&r=15724.572172740867&f=G&l=50&co1=AND&d=PTXT&s1=mortality&OS=mortality&RS=mortality","2009-11-24 22:30:27 UTC","United States Patent: 5930760","FireFox Analyzer",uspto.gov,jo-2009-11-24.E01,
places.sqlite,"http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2FPTO%2Fsearch-bool.html&r=6369.4739224741343&f=G&l=50&co1=AND&d=PTXT&s1=cryptography&OS=cryptography&RS=cryptography","2009-11-24 22:30:37 UTC","United States Patent: 6398245","FireFox Analyzer",uspto.gov,jo-2009-11-24.E01,
places.sqlite,"http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2FPTO%2Fsearch-bool.html&r=142042.81001858527&f=G&l=50&co1=AND&d=PTXT&s1=machine&OS=machine&RS=machine","2009-11-24 22:34:29 UTC","United States Patent: 6940045","FireFox Analyzer",uspto.gov,jo-2009-11-24.E01,
places.sqlite,"http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2FPTO%2Fsearch-bool.html&r=11480.921749825098&f=G&l=50&co1=AND&d=PTXT&s1=math&OS=math&RS=math","2009-11-24 22:39:12 UTC","United States Patent: 5468088","FireFox Analyzer",uspto.gov,jo-2009-11-24.E01,
places.sqlite,"http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2FPTO%2Fsearch-bool.html&r=87.837942808715084&f=G&l=50&co1=AND&d=PTXT&s1=time+machine&OS=time+machine&RS=time+machine","2009-11-24 22:41:43 UTC","United States Patent: 7624405","FireFox Analyzer",uspto.gov,jo-2009-11-24.E01,
places.sqlite,"http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2FPTO%2Fsearch-bool.html&r=79.417071297297269&f=G&l=50&co1=AND&d=PTXT&s1=immortality&OS=immortality&RS=immortality","2009-11-24 22:45:27 UTC","United States Patent: 7195911","FireFox Analyzer",uspto.gov,jo-2009-11-24.E01,
places.sqlite,"http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2FPTO%2Fsearch-bool.html&r=1303.8020468062759&f=G&l=50&co1=AND&d=PTXT&s1=cryogenics&OS=cryogenics&RS=cryogenics","2009-11-24 22:47:55 UTC","United States Patent: 4226795","FireFox Analyzer",uspto.gov,jo-2009-11-24.E01,
places.sqlite,"http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2FPTO%2Fsearch-bool.html&r=757483.41960028699&f=G&l=50&co1=AND&d=PTXT&s1=time&OS=time&RS=time","2009-11-24 22:50:23 UTC","United States Patent: 6639414","FireFox Analyzer",uspto.gov,jo-2009-11-24.E01,
places.sqlite,"http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2FPTO%2Fsearch-bool.html&r=1162.3718231468217&f=G&l=50&co1=AND&d=PTXT&s1=quantum&OS=quantum&RS=quantum","2009-11-24 22:53:05 UTC","United States Patent: 7577165","FireFox Analyzer",uspto.gov,jo-2009-11-24.E01,
places.sqlite,"http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2FPTO%2Fsearch-bool.html&r=17345.045173584545&f=G&l=50&co1=AND&d=PTXT&s1=mortality&OS=mortality&RS=mortality","2009-11-24 22:54:15 UTC","United States Patent: 5760181","FireFox Analyzer",uspto.gov,jo-2009-11-24.E01,
places.sqlite,"http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2FPTO%2Fsearch-bool.html&r=779.7927056447146&f=G&l=50&co1=AND&d=PTXT&s1=cryptography&OS=cryptography&RS=cryptography","2009-11-24 22:57:30 UTC","United States Patent: 7529374","FireFox Analyzer",uspto.gov,jo-2009-11-24.E01,
places.sqlite,"http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2FPTO%2Fsearch-bool.html&r=20042.716293295209&f=G&l=50&co1=AND&d=PTXT&s1=machine&OS=machine&RS=machine","2009-11-24 23:00:02 UTC","United States Patent: 7533107","FireFox Analyzer",uspto.gov,jo-2009-11-24.E01,
places.sqlite,"http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2FPTO%2Fsearch-bool.html&r=7590.039793564154&f=G&l=50&co1=AND&d=PTXT&s1=math&OS=math&RS=math","2009-11-24 23:03:08 UTC","United States Patent: 6410312","FireFox Analyzer",uspto.gov,jo-2009-11-24.E01,
places.sqlite,"http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2FPTO%2Fsearch-bool.html&r=461.88771324934839&f=G&l=50&co1=AND&d=PTXT&s1=time+machine&OS=time+machine&RS=time+machine","2009-11-24 23:07:44 UTC","United States Patent: 7624012","FireFox Analyzer",uspto.gov,jo-2009-11-24.E01,
places.sqlite,"http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2FPTO%2Fsearch-bool.html&r=391.06110150827033&f=G&l=50&co1=AND&d=PTXT&s1=immortality&OS=immortality&RS=immortality","2009-11-24 23:10:14 UTC","United States Patent: 5238840","FireFox Analyzer",uspto.gov,jo-2009-11-24.E01,
places.sqlite,"http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2FPTO%2Fsearch-bool.html&r=332.37089811239088&f=G&l=50&co1=AND&d=PTXT&s1=cryogenics&OS=cryogenics&RS=cryogenics","2009-11-24 23:11:06 UTC","United States Patent: 6574852","FireFox Analyzer",uspto.gov,jo-2009-11-24.E01,
places.sqlite,"http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2FPTO%2Fsearch-bool.html&r=2177796.4316434995&f=G&l=50&co1=AND&d=PTXT&s1=time&OS=time&RS=time","2009-11-24 23:11:59 UTC","United States Patent: 4660974","FireFox Analyzer",uspto.gov,jo-2009-11-24.E01,
places.sqlite,"http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2FPTO%2Fsearch-bool.html&r=16749.540258881305&f=G&l=50&co1=AND&d=PTXT&s1=quantum&OS=quantum&RS=quantum","2009-11-24 23:13:15 UTC","United States Patent: 6897993","FireFox Analyzer",uspto.gov,jo-2009-11-24.E01,
places.sqlite,"http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2FPTO%2Fsearch-bool.html&r=17181.979807207554&f=G&l=50&co1=AND&d=PTXT&s1=mortality&OS=mortality&RS=mortality","2009-11-24 23:13:43 UTC","United States Patent: 5777081","FireFox Analyzer",uspto.gov,jo-2009-11-24.E01,
places.sqlite,"http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2FPTO%2Fsearch-bool.html&r=293631.92424894439&f=G&l=50&co1=AND&d=PTXT&s1=machine&OS=machine&RS=machine","2009-11-24 23:14:29 UTC","United States Patent: 6094604","FireFox Analyzer",uspto.gov,jo-2009-11-24.E01,
places.sqlite,"http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2FPTO%2Fsearch-bool.html&r=4867.8198129687462&f=G&l=50&co1=AND&d=PTXT&s1=math&OS=math&RS=math","2009-11-24 23:15:54 UTC","United States Patent: 6946448","FireFox Analyzer",uspto.gov,jo-2009-11-24.E01,
places.sqlite,"http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2FPTO%2Fsearch-bool.html&r=1547.4790714368035&f=G&l=50&co1=AND&d=PTXT&s1=time+machine&OS=time+machine&RS=time+machine","2009-11-24 23:21:11 UTC","United States Patent: 7622739","FireFox Analyzer",uspto.gov,jo-2009-11-24.E01,
places.sqlite,"http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2FPTO%2Fsearch-bool.html&r=218.21641374082759&f=G&l=50&co1=AND&d=PTXT&s1=immortality&OS=immortality&RS=immortality","2009-11-24 23:23:09 UTC","United States Patent: 6436702","FireFox Analyzer",uspto.gov,jo-2009-11-24.E01,
places.sqlite,"http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2FPTO%2Fsearch-bool.html&r=653.36753551392837&f=G&l=50&co1=AND&d=PTXT&s1=cryogenics&OS=cryogenics&RS=cryogenics","2009-11-24 23:25:32 UTC","United States Patent: 5747180","FireFox Analyzer",uspto.gov,jo-2009-11-24.E01,
places.sqlite,"http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2FPTO%2Fsearch-bool.html&r=2380024.0639555557&f=G&l=50&co1=AND&d=PTXT&s1=time&OS=time&RS=time","2009-11-24 23:26:35 UTC","United States Patent: 4363563","FireFox Analyzer",uspto.gov,jo-2009-11-24.E01,
places.sqlite,"http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2FPTO%2Fsearch-bool.html&r=24994.512262751541&f=G&l=50&co1=AND&d=PTXT&s1=quantum&OS=quantum&RS=quantum","2009-11-24 23:26:40 UTC","United States Patent: 6472081","FireFox Analyzer",uspto.gov,jo-2009-11-24.E01,
places.sqlite,"http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2FPTO%2Fsearch-bool.html&r=2158.6957621039419&f=G&l=50&co1=AND&d=PTXT&s1=mortality&OS=mortality&RS=mortality","2009-11-24 23:30:20 UTC","United States Patent: 7405286","FireFox Analyzer",uspto.gov,jo-2009-11-24.E01,
places.sqlite,"http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2FPTO%2Fsearch-bool.html&r=4939.2340124458742&f=G&l=50&co1=AND&d=PTXT&s1=cryptography&OS=cryptography&RS=cryptography","2009-11-24 23:33:52 UTC","United States Patent: 6910058","FireFox Analyzer",uspto.gov,jo-2009-11-24.E01,
